idstd,id,COVb0,COVb1a,COVb1b,COVb2a,COVb2b,COVb2c,COVb3a,COVb4,COVc3,COVc1,COVc2a,COVc2b,COVc2c,COVc4a,COVc4b,COVc4c,COVc5,COVc6,COVd1,COVd3a,COVd3b,COVd4,COVd6,COVd8,COVe1a,COVe1b,COVe1c,COVe2,COVe3a,COVe3b,COVe3c,COVe4,COVe5,COVf1,COVf2a,COVf2b,COVf2c,COVf2d,COVf2e,COVf2f,COVf2fx,COVg2,COVh1,COVh2a,COVh2b,COVh2c,COVh2d,COVh2e,COVh2f
657139,234,Open,Yes,6,Remain the same,,,100,Does not apply,No,70,Remain the same,Remain the same,Decrease,No,No,No,0,0,140,Remain the same,Decrease,Don't know,5,60,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657140,1218,Open,Yes,2,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,Yes,Yes,Yes,20,15,632,Decrease,Decrease,47,0,Does not apply,Decrease,Increase,Remain the same,Equity finance,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,12,,,,,,,
657141,1239,Open,No,,Decrease,,20,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,No,No,Don't know,0,173,Remain the same,Decrease,12,0,Does not apply,Decrease,Remain the same,Remain the same,None of the above,Don't know,No,No,No,No,No,,,,,,,,4,,,,,,,
657142,665,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Remain the same,Remain the same,No,No,Yes,0,10,200,Remain the same,Remain the same,,,0,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,12,,,,,,,
657143,308,Open,Yes,3,Remain the same,,,100,Does not apply,No,60,Decrease,Remain the same,Remain the same,No,Yes,No,0,0,25,Remain the same,Remain the same,,,10,Remain the same,Remain the same,Don't know,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657144,163,Open,Yes,3,Remain the same,,,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,Yes,No,0,0,850,Remain the same,Decrease,Don't know,Don't know,100,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657145,595,Open,Yes,8,Decrease,,45,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,Yes,Yes,5,25,1100,Decrease,Decrease,Don't know,70,400,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,Yes,No,No,No,No,"No, but expect to receive them in the next 3 months",Yes,Yes,No,Yes,No,No,,Don't know,,,,,,,
657146,768,Open,Yes,2,Remain the same,,,90,Decrease,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,5,450,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657147,1234,Open,Yes,Don't know,Remain the same,,,100,Does not apply,Yes,70,Decrease,Remain the same,Remain the same,Yes,No,No,20,0,550,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657148,135,Open,Yes,1,Remain the same,,,100,Does not apply,No,85,Decrease,Remain the same,Remain the same,No,No,No,0,0,100,Decrease,Decrease,10,5,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657149,484,Open,No,,Decrease,,15,90,Decrease,No,80,Remain the same,Decrease,Decrease,No,No,No,10,10,180,Remain the same,Decrease,Don't know,5,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657150,1001,Open,No,,Decrease,,20,100,Does not apply,Yes,65,Decrease,Decrease,Decrease,No,No,Yes,5,10,420,Don't know,Don't know,,,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657151,235,Open,Yes,2,Remain the same,,,90,Decrease,No,80,Remain the same,Remain the same,Remain the same,No,No,No,0,0,110,Remain the same,Don't know,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,No,No,No,No,,Don't know,,,,,,,
657152,882,Open,No,,Decrease,,10,83,Decrease,No,70,Decrease,Decrease,Decrease,No,No,No,13,0,214,Decrease,Decrease,35,9,48,Decrease,Remain the same,Remain the same,Loands from non-banking financial institutions,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,,40,,,,,,,
657153,602,Open,Yes,1,Decrease,,5,94,Decrease,Yes,85,Decrease,Remain the same,Remain the same,No,No,Yes,0,5,260,Decrease,Decrease,Don't know,10,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657154,193,Open,Yes,3,Decrease,,50,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,Yes,Don't know,15,250,Remain the same,Decrease,Don't know,Don't know,Does not apply,Decrease,Remain the same,Decrease,None of the above,Yes,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657155,778,Open,No,,Decrease,,15,100,Does not apply,No,Don't know,Remain the same,Remain the same,Remain the same,No,No,Yes,10,2,240,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Decrease,,No,No,No,No,No,No,,,,,,,,10,,,,,,,
657156,796,Open,Yes,1,Remain the same,,,100,Does not apply,Yes,90,Remain the same,Remain the same,Remain the same,No,No,Yes,5,5,600,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657157,327,Open,Yes,1,Remain the same,,,100,Does not apply,No,80,Remain the same,Remain the same,Remain the same,No,No,No,5,0,106,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657158,601,Open,No,,Remain the same,,,100,Does not apply,Yes,80,Remain the same,Remain the same,Remain the same,No,No,No,0,0,389,Remain the same,Decrease,145,0,0,Remain the same,Increase,Increase,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657159,737,Open,Yes,2,Remain the same,,,90,Decrease,Yes,85,Remain the same,Remain the same,Remain the same,No,No,Yes,5,5,750,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657160,1083,Open,No,,Remain the same,,,100,Remain the same,No,90,Remain the same,Remain the same,Remain the same,Don't know,No,No,30,0,100,Remain the same,Don't know,,,Don't know,Remain the same,Remain the same,Don't know,,No,No,Don't know,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657161,677,Open,No,,Decrease,,10,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,No,No,20,15,130,Remain the same,Decrease,Don't know,Don't know,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657162,727,Open,No,,Remain the same,,,100,Remain the same,No,90,Remain the same,Remain the same,Remain the same,No,No,No,Don't know,0,200,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657163,1318,Temporarily closed,,6,Decrease,,30,100,Does not apply,Yes,40,Decrease,Decrease,Decrease,Yes,Yes,Yes,40,40,136,Decrease,Remain the same,16,0,47,Decrease,Decrease,Decrease,Loans from commercial banks,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,8,,,,,,,
657164,1313,Open,No,,Remain the same,,,80,Decrease,No,90,Remain the same,Remain the same,Remain the same,Yes,Yes,No,0,3,273,Remain the same,Decrease,23,0,0,Increase,Remain the same,Increase,,No,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657165,1252,Open,Yes,2,Decrease,,50,100,Decrease,Yes,50,Decrease,Decrease,Decrease,Yes,No,No,10,3,112,Remain the same,Decrease,Don't know,0,Does not apply,Decrease,Increase,Increase,Loans from commercial banks,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,2,,,,,,,
657166,584,Open,Yes,7,Decrease,,50,100,Does not apply,Yes,50,Decrease,Decrease,Decrease,Yes,Yes,Yes,35,15,1700,Decrease,Decrease,Don't know,100,Don't know,Decrease,Don't know,Don't know,Don't know,Yes,Yes,Don't know,Yes,No,No,,,,,,,,Don't know,,,,,,,
657167,442,Open,No,,Remain the same,,,100,Does not apply,No,90,Remain the same,Remain the same,Decrease,Yes,Yes,No,15,0,346,Remain the same,Decrease,23,0,0,Remain the same,Decrease,Increase,,No,Yes,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657168,559,Open,Yes,9,Decrease,,20,100,Does not apply,No,90,Decrease,Remain the same,Remain the same,Yes,Yes,Yes,40,30,650,Decrease,Don't know,30,10,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,Yes,No,,Don't know,,,,,,,
657169,1108,Open,No,,Decrease,,10,100,Does not apply,No,100,Remain the same,Decrease,Decrease,No,Yes,Yes,Don't know,5,100,Remain the same,Remain the same,,,0,Decrease,Remain the same,Increase,Loans from commercial banks,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,4,,,,,,,
657170,1128,Open,Yes,6,Decrease,,30,100,Does not apply,No,,Decrease,Decrease,Decrease,Yes,Yes,Yes,35,30,20,Decrease,Remain the same,1,3,1,Decrease,Increase,Increase,None of the above,Yes,No,No,No,No,No,,,,,,,,4,,,,,,,
657171,650,Open,No,,Remain the same,,,100,Don't know,No,90,Remain the same,Remain the same,Remain the same,No,No,Yes,0,10,300,Remain the same,Remain the same,,,Don't know,Don't know,Remain the same,Don't know,,Don't know,Don't know,No,No,No,No,,,,,,,,Don't know,,,,,,,
657172,558,Open,Yes,2,Decrease,,15,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,No,Yes,20,15,200,Remain the same,Don't know,,,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657173,1253,Open,No,,Decrease,,15,100,Does not apply,Yes,85,Remain the same,Remain the same,Remain the same,No,Yes,No,15,0,175,Remain the same,Remain the same,,,Does not apply,Remain the same,Increase,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657174,723,Open,No,,Remain the same,,,100,Does not apply,No,100,Remain the same,Increase,Remain the same,No,No,No,Don't know,0,250,Remain the same,Remain the same,,,Does not apply,Increase,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,10,,,,,,,
657175,282,Open,No,,Remain the same,,,100,Does not apply,No,70,Remain the same,Remain the same,Remain the same,No,No,No,0,0,150,Remain the same,Don't know,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657176,936,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,No,No,No,0,0,150,Remain the same,Decrease,28,0,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657177,858,Open,No,,Remain the same,,,100,Does not apply,No,100,Increase,Remain the same,Remain the same,Yes,Yes,Yes,40,30,360,Remain the same,Decrease,40,0,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657178,36,Open,Yes,4,Decrease,,20,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,No,No,Yes,10,25,400,Decrease,Don't know,100,50,Don't know,Decrease,Don't know,Don't know,Delaying payments to suppliers or workers,No,No,Yes,No,No,No,,,,,,,,Don't know,,,,,,,
657179,402,Open,Yes,2,Remain the same,,,85,Decrease,Yes,80,Remain the same,Remain the same,Remain the same,No,Yes,Yes,5,5,440,Remain the same,Decrease,50,10,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657180,885,Open,Yes,11,Decrease,,85,100,Decrease,Yes,10,Decrease,Decrease,Decrease,Yes,Yes,Yes,70,20,96,Decrease,Decrease,8,0,Does not apply,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,,3,,,,,,,
657181,964,Open,No,,Remain the same,,,100,Does not apply,Yes,100,Remain the same,Remain the same,Remain the same,Yes,Yes,Yes,47,12,162,Remain the same,Remain the same,,,Does not apply,Decrease,Decrease,Decrease,Delaying payments to suppliers or workers,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,No,No,,20,,,,,,,
657182,465,Open,Yes,5,Decrease,,30,100,Decrease,No,70,Decrease,Decrease,Decrease,No,No,Yes,10,20,120,Remain the same,Decrease,Don't know,Don't know,Don't know,Remain the same,Decrease,Increase,,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657183,1143,Open,No,,Decrease,,20,100,Does not apply,No,70,Decrease,Decrease,Decrease,No,No,No,0,0,253,Remain the same,Remain the same,,,57,Decrease,Decrease,Decrease,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657184,905,Open,Yes,6,Decrease,,30,100,Does not apply,Yes,30,Decrease,Decrease,Don't know,Yes,Yes,Yes,50,Don't know,200,Decrease,Remain the same,Don't know,20,Don't know,Decrease,Increase,Decrease,Loans from commercial banks,Yes,No,No,Yes,No,"No, but expect to receive them in the next 3 months",No,Yes,Yes,No,No,No,,Don't know,,,,,,,
657185,1261,Open,No,,Decrease,,30,100,Does not apply,No,70,Remain the same,Decrease,Decrease,No,No,No,20,0,123,Remain the same,Decrease,10,0,0,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,No,,,,,,,,4,,,,,,,
657186,598,Open,Yes,3,Remain the same,,,100,Don't know,No,70,Remain the same,Remain the same,Remain the same,No,No,No,0,5,120,Remain the same,Remain the same,,,Don't know,Remain the same,Decrease,Decrease,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657187,84,Open,Yes,3,Decrease,,35,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,No,2,0,318,Remain the same,Decrease,58,14,0,Decrease,Decrease,Increase,Delaying payments to suppliers or workers,Yes,No,No,Does not apply,No,No,,,,,,,,2,,,,,,,
657188,1104,Open,Yes,1,Decrease,,30,80,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,No,Yes,10,10,182,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657189,709,Open,Yes,2,Decrease,,20,100,Does not apply,No,70,Remain the same,Decrease,Remain the same,No,No,Yes,0,20,100,Remain the same,Decrease,Don't know,0,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,15,,,,,,,
657190,1148,Open,No,,Remain the same,,,100,Does not apply,No,95,Remain the same,Remain the same,Remain the same,No,No,No,0,0,95,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657191,457,Open,Yes,2,Remain the same,,,95,Decrease,No,80,Remain the same,Decrease,Remain the same,No,No,Yes,10,20,230,Remain the same,Don't know,,,10,Decrease,Remain the same,Remain the same,None of the above,No,Don't know,No,No,No,No,,,,,,,,Don't know,,,,,,,
657192,504,Open,No,,Remain the same,,,70,Decrease,Yes,80,Remain the same,Decrease,Decrease,No,No,No,30,15,610,Remain the same,Decrease,38,0,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,8,,,,,,,
657193,790,Open,Yes,3,Decrease,,30,100,Does not apply,No,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,5,15,184,Remain the same,Decrease,40,0,0,Decrease,Remain the same,Decrease,None of the above,No,No,No,No,No,No,,,,,,,,3,,,,,,,
657194,1110,Open,No,,Remain the same,,,100,Does not apply,Yes,80,Remain the same,Remain the same,Don't know,No,Yes,No,10,5,320,Remain the same,Don't know,,,Does not apply,Remain the same,Increase,Remain the same,,No,No,No,No,No,No,,,,,,,,5,,,,,,,
657195,1163,Open,Yes,8,Decrease,,45,100,Does not apply,No,60,Decrease,Decrease,Remain the same,No,No,No,Don't know,0,90,Decrease,Decrease,0,10,30,Decrease,Remain the same,Increase,Loans from commercial banks,Yes,Yes,No,Yes,No,No,,,,,,,,Don't know,,,,,,,
657196,887,Open,No,,Remain the same,,,100,Does not apply,Yes,75,Decrease,Remain the same,Remain the same,Yes,Yes,No,25,5,45,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Equity finance,No,No,No,Yes,No,No,,,,,,,,Don't know,,,,,,,
657197,895,Open,No,,Decrease,,30,100,Does not apply,No,20,Decrease,Decrease,Decrease,No,No,No,Don't know,0,160,Remain the same,Remain the same,,,Don't know,Decrease,Remain the same,Remain the same,Delaying payments to suppliers or workers,Yes,No,Yes,Yes,Yes,"No, but expect to receive them in the next 3 months",No,No,No,No,Yes,No,,Don't know,,,,,,,
657198,343,Open,Yes,2,Decrease,,20,100,Does not apply,No,70,Decrease,Decrease,Decrease,Yes,No,No,2,0,109,Remain the same,Decrease,0,0,0,Decrease,Increase,Increase,Equity finance,No,No,No,Does not apply,No,No,,,,,,,,3,,,,,,,
657199,1173,Open,Yes,8,Decrease,,40,100,Does not apply,Yes,60,Decrease,Decrease,Decrease,Yes,Yes,Yes,5,10,850,Remain the same,Remain the same,,,45,Decrease,Don't know,Remain the same,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,No,,,,,,,,Don't know,,,,,,,
657200,361,Open,No,,Decrease,,10,100,Does not apply,Yes,80,Remain the same,Decrease,Decrease,Yes,Yes,No,40,0,104,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,Yes,No,No,No,Yes,No,No,,8,,,,,,,
657201,1092,Open,No,,Decrease,,Don't know (spontaneous),100,Does not apply,Don't know,Don't know,Remain the same,Remain the same,Decrease,No,Yes,Yes,10,25,500,Decrease,Decrease,20,0,30,Remain the same,Decrease,Decrease,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657202,129,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Remain the same,Decrease,Decrease,No,No,No,0,0,109,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,Loans from commercial banks,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,,4,,,,,,,
657203,1236,Open,No,,Decrease,,20,100,Does not apply,Yes,Don't know,Remain the same,Remain the same,Decrease,No,No,Yes,15,Don't know,240,Remain the same,Remain the same,,,Does not apply,Remain the same,Decrease,Decrease,,No,No,No,Don't know,No,No,,,,,,,,Don't know,,,,,,,
657204,560,Open,Yes,3,Decrease,,15,100,Don't know,No,80,Remain the same,Decrease,Remain the same,No,No,Yes,20,15,500,Decrease,Decrease,10,10,Does not apply,Remain the same,Decrease,Remain the same,,No,No,No,No,No,No,,,,,,,,Don't know,,,,,,,
657205,376,Open,Yes,3,Decrease,,20,100,Does not apply,No,80,Decrease,Remain the same,Decrease,Yes,No,No,3,0,107,Remain the same,Decrease,0,0,0,Decrease,Remain the same,Remain the same,None of the above,No,Yes,No,Does not apply,No,No,,,,,,,,1,,,,,,,
657206,2,Open,Yes,1,Decrease,,30,70,Decrease,No,80,Remain the same,Decrease,Decrease,Yes,No,No,0,0,221,Remain the same,Decrease,0,0,0,Remain the same,Increase,Increase,,No,No,No,No,No,No,,,,,,,,1,,,,,,,
657207,670,Open,Yes,3,Decrease,,30,70,Decrease,Yes,70,Decrease,Decrease,Decrease,Yes,No,No,0,5,305,Remain the same,Decrease,89,0,8,Decrease,Decrease,Decrease,Government grants,No,No,No,Does not apply,No,Yes,No,No,No,Yes,Yes,No,,2,,,,,,,
657208,1044,Open,No,,Decrease,,30,100,Does not apply,Yes,70,Decrease,Decrease,Decrease,No,No,No,0,0,149,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,8,,,,,,,
657209,414,Open,Yes,3,Decrease,,30,100,Does not apply,No,60,Remain the same,Decrease,Remain the same,No,Yes,No,10,10,250,Remain the same,Remain the same,,,100,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,10,,,,,,,
657210,668,Open,No,,Increase,Don't know (spontaneous),,100,Does not apply,No,100,Remain the same,Increase,Remain the same,No,No,No,25,0,550,Remain the same,Remain the same,,,Don't know,Remain the same,Remain the same,Remain the same,,No,No,No,Does not apply,No,No,,,,,,,,Don't know,,,,,,,
657211,702,Open,Yes,Don't know,Decrease,,20,100,Does not apply,Don't know,50,Decrease,Decrease,Remain the same,Yes,Yes,Yes,10,10,806,Remain the same,Remain the same,,,400,Decrease,Decrease,Don't know,Delaying payments to suppliers or workers,Yes,Yes,No,No,No,"No, but expect to receive them in the next 3 months",No,Don't know,Yes,No,Don't know,No,,Don't know,,,,,,,
657212,928,Open,No,,Decrease,,10,85,Decrease,Yes,70,Remain the same,Decrease,Decrease,Yes,Yes,Yes,23,6,35,Remain the same,Remain the same,,,Does not apply,Decrease,Remain the same,Remain the same,None of the above,No,No,No,No,No,No,,,,,,,,20,,,,,,,
657213,1152,Open,No,,Decrease,,20,80,Decrease,Yes,80,Remain the same,Decrease,Decrease,Yes,Yes,No,10,0,111,Remain the same,Remain the same,,,Does not apply,Remain the same,Remain the same,Remain the same,,No,No,No,No,No,"No, but expect to receive them in the next 3 months",No,No,No,Yes,No,No,,8,,,,,,,
