idstd,panelid,year,b1,b2c,b3,b5,b8,c22b,d12a,d1a1x,d1a3,d2,d3a,f1,f2,g5a,g5b,g5bx,g6a,h1,k1c,k2c,k4,k5a,k5f,k5i,k6,k7,k8,l1,l11a,l11b,l6,l8,n2a,n2b,n2e,n2f,n2i,n3,n5a,n5b,n7a,a17,_2012_2019_BMd1a,_2012_2019_BMd1b,_2012_2019_e2b,_2012_2019_h5,_2012_2019_BMh1,_2012_2019_BMh2,_2012_2019_BMh3,_2012_2019_h9,_2012_2019_g1a,_2012_2019_k3a,_2012_2019_k3bc,_2012_2019_k3e,_2012_2019_k3f,_2012_2019_BMk3hd,_2012_2019_k5bc,_2012_2019_k5e,_2012_2019_BMk5hdj,_2019_d1a1a,_2019_h8,_2019_BMk3a,_2019_BMk3b,_2019_k5a1,_2019_k5bc1,_2019_k5i1,_2019_k5e1,_2019_k5f1,_2019_BMk5a,_2019_BMk5a1,_2019_BMk5b,_2019_BMk5b1,_2019_BMk5hdj1,_2019_BMl1a,_2019_l11a1,_2019_l11b1,_2019_n2p
657274,657274,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2003,Yes,Yes,70,Combine Production,100,45000000000,50,85,96,,,,100,Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No,10000,Don't know (spontaneous),Don't know (spontaneous),No full-time seasonal or temporary workers,,3800000000,5000000,40000000000,Don't know (spontaneous),,35000000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are taken directly from establishment records,Increase,10,2,No,Yes,Yes,Yes,Don't know (spontaneous),100,60,30,0,0,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,Yes,10,0,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,25,,,44000000000
657275,657275,2019,Shareholding company with shares traded on the stock market,0,100,1995,Yes,Yes,100,Fruit And Vegetable Juice Production,100,11000000000,Don't know (spontaneous),100,160,,,,100,Yes,Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No,1300,No employees trained,15,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Increase,Don't know (spontaneous),15,No,No,Yes,No,,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,No,Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),,,Don't know (spontaneous)
657276,657276,2019,Shareholding company with shares traded on the stock market,0,20,1998,Yes,Yes,65,"Production Of Turbines For Hydraulic, Thermal And Nuclear Power Plants",80,Don't know (spontaneous),100,80,Don't know (spontaneous),,,,50,No,Don't know (spontaneous),Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,Yes,No,307,Don't know (spontaneous),10,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,2,Don't know (spontaneous),Yes,No,No,,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,,Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,90,,,Don't know (spontaneous)
657277,657277,2019,Shareholding company with shares traded on the stock market,0,100,2002,No,Yes,100,"Production Of Iron, Steel And Ferroalloys",80,182000000000,60,80,60,,,,100,No,5,5,Yes,95,0,0,Yes,Yes,Yes,20000,,,100,12,50000000000,10000000,90000000000,Don't know (spontaneous),,148000000000,40000000,0,70000000000,Are estimates computed with some precision,Increase,10,5,No,No,No,No,,100,85,10,0,5,0,0,0,5,Manufacturing of ,,0,0,,,,,,0,,0,,,40,,,150000000000
657278,657278,2019,Shareholding company with non-traded shares or shares traded privately,0,51,1946,No,Yes,50,"Products From Concrete: Floor Slabs, Bricks, Flight Of Stairs, Piles ...",100,Don't know (spontaneous),100,55,46,,,,100,No,10,40,No,,,,Yes,No,No,96,,,No full-time seasonal or temporary workers,,18500000,8000000,29000000,2500000,,Don't know (spontaneous),,,Don't know (spontaneous),Are in some case taken from books and in some case estimates,Decrease,10,7,No,No,No,No,,100,100,0,0,0,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,10,,,60000000
657279,657279,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2008,No,Yes,60,"Production Of Bread And Flour Confectionery, Cakes And Pastries",100,194746000,100,90,40,,,,100,Yes,18,45,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,No,Yes,89,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,192914000,10000000,0,Don't know (spontaneous),Are estimates computed with some precision,Increase,12,3,No,No,No,No,,100,43,27,0,30,0,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,,0,0,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,35,,,Don't know (spontaneous)
657280,657280,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2000,No,Yes,100,Mineral Water Production,100,630000000,100,Don't know (spontaneous),45,,,,0,No,30,Don't know (spontaneous),No,,,,Yes,Yes,Yes,76,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,590000000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Don't know (spontaneous),No,No,No,No,,0,20,70,0,0,10,,,,Manufacturing of ,,0,0,,,,,,,,,,,,,,Don't know (spontaneous)
657281,657281,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2005,No,Yes,100,Grape Wine Production,100,885000000,80,90,84,,,,100,No,20,20,No,,,,Yes,Yes,Yes,200,,,15,3,350000000,400000,400000000,700000,,890000000,,,Don't know (spontaneous),Are taken directly from establishment records,Increase,10,Too many to count,No,Yes,Yes,No,150000,0,60,30,0,0,10,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,55,,,850000000
657282,657282,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2013,No,Yes,80,Manufacture Of Concrete Products For Use In Construction,100,184529000,60,95,40,,,,100,No,15,15,No,,,,Yes,No,No,126,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),70,0,0,30,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,10,,,Don't know (spontaneous)
657283,657283,2019,Shareholding company with shares traded on the stock market,0,100,2002,No,Yes,100,Production Of Mineral Heat And Sound Insulation Materials And Products,100,165000000,100,80,50,,,,100,No,25,5,No,,,,Yes,No,Yes,190,,,No full-time seasonal or temporary workers,,80000000,2000000,50000000,3000000,,143000000,,,40000000,Are estimates computed with some precision,Increase,5,Too many to count,No,No,No,No,,100,90,5,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,15,,,135000000
657284,657284,2019,Shareholding company with non-traded shares or shares traded privately,0,100,1995,No,Yes,100,Concrete Production,100,940000000,100,Don't know (spontaneous),45,,,,100,No,20,15,No,,,,Yes,Yes,Yes,320,,,No full-time seasonal or temporary workers,,180000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,900000000,,,7000000000,Are taken directly from establishment records,Decrease,15,Don't know (spontaneous),No,No,No,No,,Don't know (spontaneous),30,35,20,0,0,,,,Manufacturing of ,,0,15,,,,,,,,,,,60,,,Don't know (spontaneous)
657285,657285,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2005,No,Yes,60,Manufacture Of Ceramic Products,80,2060950000,80,100,40,,,,Don't know (spontaneous),No,0,10,No,,,,Yes,Yes,No,638,Don't know (spontaneous),Don't know (spontaneous),No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,No,Yes,Yes,No,500000,Don't know (spontaneous),90,0,0,10,0,,,,Manufacturing of ,Yes,0,0,,,,,,,,,,,40,,,Don't know (spontaneous)
657286,657286,2019,Shareholding company with non-traded shares or shares traded privately,25,55,1958,No,Yes,80,"Production Of Ceramic, Red, Basement Bricks",70,Don't know (spontaneous),80,80,45,,,,100,No,15,25,No,,,,Yes,Yes,Yes,205,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),450000,Don't know (spontaneous),720000,,Don't know (spontaneous),,,4000000,Are estimates computed with some precision,Decrease,10,7,No,No,No,No,,100,70,10,0,5,0,,,,Manufacturing of ,,15,0,,,,,,,,,,,33,,,Don't know (spontaneous)
657287,657287,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2010,No,Yes,50,Repair Of Tower Cranes,100,Don't know (spontaneous),100,,,,,,0,No,10,0,No,,,,Yes,Yes,No,26,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,Don't know (spontaneous),,,,Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),90,0,0,10,0,,,,Provide services of,,0,0,,,,,,,,,,,Don't know (spontaneous),,,
657288,657288,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2013,No,Yes,60,Lathe Production,100,114691000,100,90,40,,,,0,No,5,0,No,,,,Yes,Yes,No,55,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,109010000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),95,0,0,5,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657289,657289,2019,Shareholding company with shares traded on the stock market,0,100,1952,Yes,Yes,100,Repair And Modernization Of Radar Technology,50,358000000,100,85,Don't know (spontaneous),,,,Don't know (spontaneous),No,30,0,No,,,,Yes,Yes,Yes,225,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,340000000,,,Don't know (spontaneous),Are estimates computed with some precision,Decrease,Don't know (spontaneous),Don't know (spontaneous),No,No,No,No,,Don't know (spontaneous),30,30,20,0,0,,,,Manufacturing of ,,20,0,,,,,,,,,,,,,,Don't know (spontaneous)
657290,657290,2019,Shareholding company with non-traded shares or shares traded privately,Don't know (spontaneous),Don't know (spontaneous),2002,No,Yes,80,Production Of Machinery And Equipment For Mining And Construction,100,285707000,70,90,40,,,,100,No,10,15,No,,,,Yes,Yes,No,165,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,282919000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,10,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),75,0,0,25,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,30,,,Don't know (spontaneous)
657291,657291,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2000,Don't know (spontaneous),Yes,60,Manufacture Of Pumps And Compressors,50,915400000,100,95,45,,,,Don't know (spontaneous),No,25,15,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Yes,No,Yes,100,,,No full-time seasonal or temporary workers,,240000000,1100000,Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),6000000000,Are estimates computed with some precision,Stay the same,,7,No,No,No,Yes,,0,35,25,0,15,5,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Manufacturing of ,No,0,20,,,,,,Don't know (spontaneous),,Don't know (spontaneous),,,50,,,Don't know (spontaneous)
657292,657292,2019,Shareholding company with non-traded shares or shares traded privately,0,Don't know (spontaneous),2002,No,Yes,70,Manufacture Of Components For Automobiles And Engine Parts,100,1526350000,80,100,40,,,,0,No,5,15,No,,,,Yes,Yes,Yes,392,,,No full-time seasonal or temporary workers,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,1522150000,,,Don't know (spontaneous),Are estimates computed with some precision,Increase,15,Too many to count,No,No,No,No,,Does not apply is a floor in a building (spontaneous),70,10,0,20,0,,,,Manufacturing of ,,0,0,,,,,,,,,,,50,,,Don't know (spontaneous)
657293,657293,2019,Shareholding company with shares traded on the stock market,Don't know (spontaneous),Don't know (spontaneous),2001,No,Yes,50,Production Of Hydraulic Power Steering,100,Don't know (spontaneous),60,100,40,,,,0,No,15,20,No,,,,Yes,Yes,No,135,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Don't know (spontaneous),,Don't know (spontaneous),No,Yes,Yes,Yes,,Does not apply is a floor in a building (spontaneous),65,0,0,35,0,,,,Manufacturing of ,No,0,0,,,,,,,,,,,Don't know (spontaneous),,,Don't know (spontaneous)
657294,657294,2019,Shareholding company with shares traded on the stock market,Don't know (spontaneous),Don't know (spontaneous),1817,Yes,Yes,Don't know (spontaneous),Manufacture Of Military Equipment,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Yes,Don't know (spontaneous),Don't know (spontaneous),5400,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Stay the same,,,No,Don't know (spontaneous),Yes,Don't know (spontaneous),Don't know (spontaneous),Does not apply is a floor in a building (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Manufacturing of ,Yes,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous)
657295,657295,2019,Shareholding company with non-traded shares or shares traded privately,0,50,2010,Don't know (spontaneous),Yes,Don't know (spontaneous),Manufacture Of Cabinet And Built-In Furniture,Don't know (spontaneous),Don't know (spontaneous),90,Don't know (spontaneous),Don't know (spontaneous),,,,Don't know (spontaneous),Yes,Don't know (spontaneous),40,Don't know (spontaneous),,,,Yes,Yes,Yes,120,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,Don't know (spontaneous),Are estimates computed with some precision,Increase,20,Too many to count,No,Yes,Yes,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,Manufacturing of ,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous)
657296,657296,2019,Shareholding company with shares traded on the stock market,0,56,2002,Yes,Yes,100,"Production Of Pipes, Hollow Profiles And Fittings",80,11600000000,80,85,50,,,,100,No,20,25,Yes,100,0,0,Yes,No,No,998,5,No employees trained,No full-time seasonal or temporary workers,,2000000000,Don't know (spontaneous),1000000000,Don't know (spontaneous),,9900000000,80000000,0,20000000000,Are taken directly from establishment records,Increase,10,5,No,No,No,No,,100,95,0,0,5,0,0,0,0,Manufacturing of ,,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,Don't know (spontaneous)
657297,657297,2019,Shareholding company with non-traded shares or shares traded privately,0,100,2001,No,Yes,80,Beer Production,70,7000000000,100,70,88,,,,85,Yes,25,30,Yes,35,25,15,Yes,Yes,Yes,1000,15,5,100,One month or less,2200000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,6000000000,3080000000,0,3550000000,Are estimates computed with some precision,Increase,15,7,Yes,Yes,Yes,No,Don't know (spontaneous),Don't know (spontaneous),60,15,0,25,0,25,0,0,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,Don't know (spontaneous),,,Don't know (spontaneous)
657298,657298,2019,Shareholding company with non-traded shares or shares traded privately,0,52,1992,No,Yes,80,"We Produce The Children Linen Knitwear: Crawlers, Undershirts, Overalls, Pajamas For Men And Women, Panties, T-Shirts, Jumpers, Robes",68,300000000,40,40,40,,,,100,Yes,35,50,Yes,25,0,0,Yes,Yes,Yes,271,12,7,No full-time seasonal or temporary workers,,88000000,15000000,120000000,15000000,,289000000,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Are arbitrary and unreliable numbers,Increase,2,6,Yes,Yes,Yes,Yes,Don't know (spontaneous),100,50,0,0,50,0,75,0,0,Manufacturing of ,Yes,0,0,,,,,,0,,0,,,12,,,250000000
